Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
11032,05-04-2021 20:00,04-04-2021 15:00,05-04-2021 03:38,Mumbai,302,SHOPLIFTING,60,F,Firearm,Other Crime,6,Yes,02-06-2021 20:00
11033,06-04-2021 19:00,04-04-2021 16:00,05-04-2021 08:33,Chennai,120,DOMESTIC VIOLENCE,15,M,Explosives,Violent Crime,8,No,
11036,07-04-2021 18:00,04-04-2021 19:00,05-04-2021 05:51,Mumbai,264,ILLEGAL POSSESSION,38,F,Explosives,Other Crime,11,Yes,05-07-2021 18:00
11037,05-04-2021 10:00,04-04-2021 20:00,05-04-2021 14:11,Delhi,396,FRAUD,54,F,Knife,Other Crime,7,No,
11044,06-04-2021 11:00,04-05-2021 03:00,05-04-2021 08:00,Mumbai,228,VEHICLE - STOLEN,14,M,Explosives,Violent Crime,9,No,
11045,07-04-2021 19:00,04-05-2021 04:00,06-04-2021 02:27,Delhi,549,HOMICIDE,59,F,Blunt Object,Other Crime,8,No,
11046,06-04-2021 01:00,04-05-2021 05:00,05-04-2021 14:20,Delhi,433,VEHICLE - STOLEN,26,F,Firearm,Violent Crime,18,Yes,15-04-2021 01:00
11047,07-04-2021 03:00,04-05-2021 06:00,05-04-2021 17:11,Delhi,135,VEHICLE - STOLEN,36,F,Explosives,Violent Crime,15,Yes,19-05-2021 03:00
11058,06-04-2021 02:00,04-05-2021 17:00,06-04-2021 13:59,Mumbai,351,VANDALISM,42,F,None,Other Crime,4,Yes,24-04-2021 02:00
11060,08-04-2021 03:00,04-05-2021 19:00,06-04-2021 02:06,Delhi,310,ROBBERY,69,F,Explosives,Violent Crime,16,Yes,23-07-2021 03:00
11062,07-04-2021 22:00,04-05-2021 21:00,06-04-2021 19:23,Delhi,505,FIREARM OFFENSE,11,F,Explosives,Fire Accident,8,Yes,10-06-2021 22:00
11068,06-04-2021 06:00,04-06-2021 03:00,06-04-2021 12:16,Delhi,101,KIDNAPPING,28,M,Other,Other Crime,18,No,
11076,08-04-2021 13:00,04-06-2021 11:00,07-04-2021 02:59,Mumbai,413,ARSON,11,M,Firearm,Fire Accident,18,Yes,25-04-2021 13:00
11077,07-04-2021 08:00,04-06-2021 12:00,06-04-2021 22:15,Mumbai,586,EXTORTION,65,F,Blunt Object,Other Crime,10,No,
11079,07-04-2021 11:00,04-06-2021 14:00,06-04-2021 23:03,Chennai,524,TRAFFIC VIOLATION,54,M,Firearm,Traffic Fatality,6,No,
11082,07-04-2021 14:00,04-06-2021 17:00,07-04-2021 03:27,Mumbai,397,ROBBERY,19,M,Explosives,Violent Crime,19,No,
11091,08-04-2021 04:00,04-07-2021 02:00,07-04-2021 05:53,Delhi,463,IDENTITY THEFT,44,F,Explosives,Violent Crime,2,Yes,23-04-2021 04:00
11093,08-04-2021 05:00,04-07-2021 04:00,07-04-2021 18:40,Chennai,451,HOMICIDE,23,M,Blunt Object,Other Crime,18,Yes,23-10-2021 05:00
11096,07-04-2021 12:00,04-07-2021 07:00,08-04-2021 03:05,Mumbai,279,VANDALISM,28,F,Poison,Other Crime,3,Yes,29-04-2021 12:00
11097,07-04-2021 22:00,04-07-2021 08:00,07-04-2021 13:38,Delhi,331,SHOPLIFTING,70,F,Poison,Other Crime,10,No,
11104,10-04-2021 05:00,04-07-2021 15:00,08-04-2021 00:53,Delhi,498,TRAFFIC VIOLATION,33,F,Firearm,Traffic Fatality,11,No,
11109,09-04-2021 10:00,04-07-2021 20:00,08-04-2021 16:20,Mumbai,440,ILLEGAL POSSESSION,48,F,Poison,Other Crime,9,Yes,16-04-2021 10:00
11113,08-04-2021 11:00,04-08-2021 00:00,08-04-2021 23:10,Mumbai,136,TRAFFIC VIOLATION,12,M,Poison,Traffic Fatality,5,Yes,20-04-2021 11:00
11115,09-04-2021 14:00,04-08-2021 02:00,08-04-2021 16:28,Delhi,212,IDENTITY THEFT,72,F,None,Violent Crime,1,Yes,30-06-2021 14:00
11116,10-04-2021 19:00,04-08-2021 03:00,08-04-2021 16:02,Delhi,380,TRAFFIC VIOLATION,62,F,Firearm,Traffic Fatality,7,Yes,21-04-2021 19:00
11117,09-04-2021 05:00,04-08-2021 04:00,08-04-2021 21:04,Chennai,146,TRAFFIC VIOLATION,38,M,Explosives,Traffic Fatality,9,No,
11123,08-04-2021 13:00,04-08-2021 10:00,09-04-2021 09:37,Chennai,107,ARSON,46,M,Firearm,Fire Accident,5,Yes,25-05-2021 13:00
11124,10-04-2021 02:00,04-08-2021 11:00,09-04-2021 02:42,Mumbai,218,ARSON,29,F,Other,Fire Accident,18,No,
11125,10-04-2021 06:00,04-08-2021 12:00,09-04-2021 05:12,Mumbai,546,FRAUD,12,M,Knife,Other Crime,9,Yes,14-05-2021 06:00
11126,10-04-2021 10:00,04-08-2021 13:00,08-04-2021 16:45,Mumbai,545,IDENTITY THEFT,58,M,None,Violent Crime,5,Yes,17-06-2021 10:00
11129,09-04-2021 20:00,04-08-2021 16:00,09-04-2021 03:29,Mumbai,501,BURGLARY,28,F,Other,Other Crime,14,No,
11130,11-04-2021 05:00,04-08-2021 17:00,09-04-2021 04:11,Mumbai,473,VANDALISM,37,F,Poison,Other Crime,1,Yes,19-06-2021 05:00
11132,09-04-2021 13:00,04-08-2021 19:00,09-04-2021 11:29,Delhi,272,ASSAULT,44,M,Explosives,Violent Crime,14,Yes,22-04-2021 13:00
11133,11-04-2021 10:00,04-08-2021 20:00,09-04-2021 07:08,Mumbai,390,TRAFFIC VIOLATION,61,F,Blunt Object,Traffic Fatality,9,Yes,17-04-2021 10:00
11137,10-04-2021 19:00,04-09-2021 00:00,09-04-2021 06:11,Chennai,213,CYBERCRIME,30,M,Poison,Other Crime,17,Yes,05-07-2021 19:00
11139,10-04-2021 07:00,04-09-2021 02:00,09-04-2021 20:16,Mumbai,531,IDENTITY THEFT,35,M,Poison,Violent Crime,17,No,
11140,11-04-2021 21:00,04-09-2021 03:00,09-04-2021 22:13,Mumbai,463,BURGLARY,79,F,Explosives,Other Crime,6,No,
11145,10-04-2021 21:00,04-09-2021 08:00,09-04-2021 12:46,Delhi,501,KIDNAPPING,11,F,Poison,Other Crime,1,No,
11148,11-04-2021 16:00,04-09-2021 11:00,09-04-2021 14:36,Chennai,164,DOMESTIC VIOLENCE,14,M,Other,Violent Crime,10,Yes,27-04-2021 16:00
11149,10-04-2021 13:00,04-09-2021 12:00,09-04-2021 23:01,Chennai,266,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,10,Yes,09-05-2021 13:00
11159,11-04-2021 16:00,04-09-2021 22:00,10-04-2021 12:12,Delhi,383,HOMICIDE,58,F,Poison,Other Crime,10,Yes,10-01-2022 16:00
11161,12-04-2021 10:00,04-10-2021 00:00,10-04-2021 05:34,Delhi,513,SEXUAL ASSAULT,32,F,Knife,Violent Crime,14,No,
11162,12-04-2021 22:00,04-10-2021 01:00,10-04-2021 02:32,Mumbai,508,FRAUD,13,F,Blunt Object,Other Crime,15,Yes,15-05-2021 22:00
11164,11-04-2021 10:00,04-10-2021 03:00,10-04-2021 06:22,Delhi,560,ASSAULT,18,M,Blunt Object,Violent Crime,3,No,
11180,13-04-2021 15:00,04-10-2021 19:00,10-04-2021 19:06,Delhi,333,TRAFFIC VIOLATION,18,F,Blunt Object,Traffic Fatality,16,Yes,14-04-2021 15:00
11183,11-04-2021 20:00,04-10-2021 22:00,11-04-2021 19:36,Chennai,579,ASSAULT,37,M,Knife,Violent Crime,16,Yes,03-07-2021 20:00
11186,12-04-2021 14:00,04-11-2021 01:00,11-04-2021 05:47,Mumbai,253,ASSAULT,28,F,Poison,Violent Crime,15,Yes,25-06-2021 14:00
11189,11-04-2021 10:00,04-11-2021 04:00,11-04-2021 15:54,Delhi,108,SHOPLIFTING,26,F,Other,Other Crime,2,Yes,22-04-2021 10:00
11190,13-04-2021 09:00,04-11-2021 05:00,11-04-2021 10:57,Chennai,131,DRUG OFFENSE,68,F,Knife,Other Crime,7,Yes,20-06-2021 09:00
11192,11-04-2021 21:00,04-11-2021 07:00,11-04-2021 22:52,Mumbai,342,BURGLARY,77,M,None,Other Crime,14,No,
11195,13-04-2021 13:00,04-11-2021 10:00,11-04-2021 16:33,Mumbai,440,CYBERCRIME,12,F,Other,Other Crime,19,No,
11196,14-04-2021 04:00,04-11-2021 11:00,12-04-2021 00:38,Delhi,544,KIDNAPPING,71,F,Blunt Object,Other Crime,15,Yes,15-05-2021 04:00
11205,13-04-2021 01:00,04-11-2021 20:00,12-04-2021 14:25,Delhi,386,COUNTERFEITING,48,F,Blunt Object,Other Crime,7,No,
11206,12-04-2021 21:00,04-11-2021 21:00,12-04-2021 02:51,Chennai,390,DRUG OFFENSE,41,M,Blunt Object,Other Crime,18,Yes,15-05-2021 21:00
11207,13-04-2021 21:00,04-11-2021 22:00,12-04-2021 05:38,Delhi,507,VANDALISM,65,M,Explosives,Other Crime,6,Yes,23-06-2021 21:00
11212,14-04-2021 23:00,04-12-2021 03:00,12-04-2021 08:53,Delhi,424,SHOPLIFTING,77,M,Poison,Other Crime,18,No,
11213,14-04-2021 17:00,04-12-2021 04:00,13-04-2021 03:13,Chennai,401,EXTORTION,45,M,Poison,Other Crime,13,No,
11214,14-04-2021 11:00,04-12-2021 05:00,13-04-2021 03:14,Delhi,246,BURGLARY,67,F,Explosives,Other Crime,15,No,
11215,13-04-2021 11:00,04-12-2021 06:00,12-04-2021 15:56,Mumbai,128,ILLEGAL POSSESSION,36,F,Knife,Other Crime,10,No,
11217,13-04-2021 09:00,04-12-2021 08:00,13-04-2021 07:23,Delhi,499,BURGLARY,61,F,None,Other Crime,6,Yes,16-07-2021 09:00
11218,12-04-2021 11:00,04-12-2021 09:00,12-04-2021 22:56,Chennai,297,SHOPLIFTING,13,F,Blunt Object,Other Crime,17,No,
11219,15-04-2021 07:00,04-12-2021 10:00,12-04-2021 21:28,Chennai,341,DRUG OFFENSE,10,F,Explosives,Other Crime,4,No,
11231,13-04-2021 05:00,04-12-2021 22:00,13-04-2021 20:45,Mumbai,575,EXTORTION,27,F,Knife,Other Crime,9,Yes,29-06-2021 05:00
11232,13-04-2021 20:00,04-12-2021 23:00,13-04-2021 16:57,Delhi,174,CYBERCRIME,13,F,Explosives,Other Crime,3,Yes,27-06-2021 20:00
11235,15-04-2021 16:00,04-13-2021 02:00,14-04-2021 00:27,Delhi,370,EXTORTION,58,F,None,Other Crime,6,No,
11238,13-04-2021 19:00,04-13-2021 05:00,13-04-2021 22:17,Chennai,162,ASSAULT,76,F,Poison,Violent Crime,6,Yes,26-05-2021 19:00
11240,14-04-2021 08:00,04-13-2021 07:00,14-04-2021 05:32,Delhi,266,FRAUD,36,M,Other,Other Crime,5,No,
11243,13-04-2021 23:00,04-13-2021 10:00,14-04-2021 05:57,Chennai,525,TRAFFIC VIOLATION,33,M,Firearm,Traffic Fatality,19,No,
11244,14-04-2021 13:00,04-13-2021 11:00,14-04-2021 07:45,Chennai,590,ARSON,37,F,Poison,Fire Accident,17,No,
11246,15-04-2021 04:00,04-13-2021 13:00,13-04-2021 20:56,Mumbai,528,SEXUAL ASSAULT,61,F,None,Violent Crime,5,Yes,16-07-2022 04:00
11247,14-04-2021 08:00,04-13-2021 14:00,14-04-2021 01:32,Chennai,337,FRAUD,68,F,Explosives,Other Crime,17,No,
11254,14-04-2021 23:00,04-13-2021 21:00,14-04-2021 14:39,Mumbai,526,SEXUAL ASSAULT,23,M,Other,Violent Crime,3,No,
11263,16-04-2021 08:00,04-14-2021 06:00,14-04-2021 20:02,Delhi,219,EXTORTION,21,M,Other,Other Crime,2,Yes,23-04-2021 08:00
11264,16-04-2021 07:00,04-14-2021 07:00,14-04-2021 22:26,Chennai,461,BURGLARY,29,F,Blunt Object,Other Crime,15,No,
11265,16-04-2021 13:00,04-14-2021 08:00,14-04-2021 15:06,Delhi,188,ILLEGAL POSSESSION,71,M,Knife,Other Crime,18,No,
11274,16-04-2021 16:00,04-14-2021 17:00,15-04-2021 15:27,Mumbai,303,FIREARM OFFENSE,64,F,None,Fire Accident,1,Yes,24-04-2021 16:00
11287,15-04-2021 16:00,04-15-2021 06:00,15-04-2021 06:40,Mumbai,168,BURGLARY,15,M,Firearm,Other Crime,14,Yes,07-09-2021 16:00
11289,18-04-2021 03:00,04-15-2021 08:00,15-04-2021 20:39,Chennai,302,EXTORTION,62,F,Explosives,Other Crime,18,No,
11291,16-04-2021 14:00,04-15-2021 10:00,15-04-2021 21:59,Chennai,362,SHOPLIFTING,50,F,Blunt Object,Other Crime,13,Yes,07-07-2021 14:00
11292,16-04-2021 18:00,04-15-2021 11:00,15-04-2021 19:52,Mumbai,356,FRAUD,10,M,Poison,Other Crime,14,Yes,04-07-2021 18:00
11293,15-04-2021 20:00,04-15-2021 12:00,15-04-2021 16:12,Chennai,326,IDENTITY THEFT,38,M,Explosives,Violent Crime,11,No,
11301,18-04-2021 09:00,04-15-2021 20:00,16-04-2021 19:51,Chennai,344,DRUG OFFENSE,30,M,Knife,Other Crime,16,No,
11303,18-04-2021 19:00,04-15-2021 22:00,16-04-2021 11:19,Delhi,400,ARSON,66,F,Firearm,Fire Accident,6,No,
11304,16-04-2021 23:00,04-15-2021 23:00,16-04-2021 13:18,Chennai,194,VEHICLE - STOLEN,35,F,Knife,Violent Crime,13,Yes,19-06-2021 23:00
11305,16-04-2021 10:00,04-16-2021 00:00,16-04-2021 00:48,Delhi,560,COUNTERFEITING,34,M,None,Other Crime,14,Yes,27-04-2021 10:00
11306,16-04-2021 21:00,04-16-2021 01:00,16-04-2021 20:43,Mumbai,538,KIDNAPPING,52,F,Explosives,Other Crime,16,No,
11308,18-04-2021 12:00,04-16-2021 03:00,16-04-2021 12:57,Delhi,188,ILLEGAL POSSESSION,72,F,Other,Other Crime,9,No,
11316,17-04-2021 04:00,04-16-2021 11:00,16-04-2021 20:22,Delhi,153,BURGLARY,25,M,Knife,Other Crime,2,Yes,22-06-2021 04:00
11321,16-04-2021 19:00,04-16-2021 16:00,17-04-2021 13:45,Delhi,167,FIREARM OFFENSE,59,F,Explosives,Fire Accident,2,Yes,23-05-2021 19:00
11322,17-04-2021 01:00,04-16-2021 17:00,16-04-2021 21:22,Mumbai,259,CYBERCRIME,21,F,Knife,Other Crime,11,No,
11324,17-04-2021 11:00,04-16-2021 19:00,17-04-2021 07:32,Chennai,115,BURGLARY,32,F,Knife,Other Crime,4,No,
11328,18-04-2021 19:00,04-16-2021 23:00,17-04-2021 14:53,Delhi,239,EXTORTION,70,F,Explosives,Other Crime,14,No,
11332,18-04-2021 11:00,04-17-2021 03:00,18-04-2021 02:38,Chennai,488,FIREARM OFFENSE,48,M,Explosives,Fire Accident,9,No,
11334,18-04-2021 03:00,04-17-2021 05:00,17-04-2021 23:06,Delhi,489,COUNTERFEITING,21,F,None,Other Crime,19,No,
11338,18-04-2021 12:00,04-17-2021 09:00,17-04-2021 23:36,Mumbai,401,SEXUAL ASSAULT,61,F,Other,Violent Crime,1,Yes,02-04-2023 12:00
11341,18-04-2021 18:00,04-17-2021 12:00,18-04-2021 04:37,Chennai,323,DRUG OFFENSE,47,F,Explosives,Other Crime,14,No,
11342,18-04-2021 15:00,04-17-2021 13:00,18-04-2021 12:24,Delhi,118,BURGLARY,15,F,Poison,Other Crime,16,No,
11349,18-04-2021 21:00,04-17-2021 20:00,18-04-2021 16:36,Mumbai,511,ASSAULT,45,F,Other,Violent Crime,3,No,
11350,19-04-2021 08:00,04-17-2021 21:00,17-04-2021 23:47,Delhi,254,COUNTERFEITING,54,F,Blunt Object,Other Crime,11,No,
11356,18-04-2021 15:00,04-18-2021 03:00,18-04-2021 19:42,Chennai,249,CYBERCRIME,40,F,Knife,Other Crime,10,Yes,20-05-2021 15:00
11357,19-04-2021 13:00,04-18-2021 04:00,18-04-2021 07:58,Chennai,534,DRUG OFFENSE,47,F,Other,Other Crime,14,Yes,10-05-2021 13:00
11358,20-04-2021 09:00,04-18-2021 05:00,18-04-2021 09:36,Delhi,380,COUNTERFEITING,40,F,None,Other Crime,18,Yes,28-06-2021 09:00
11360,19-04-2021 04:00,04-18-2021 07:00,19-04-2021 06:12,Mumbai,572,VEHICLE - STOLEN,38,M,None,Violent Crime,5,Yes,22-05-2021 04:00
11361,20-04-2021 22:00,04-18-2021 08:00,19-04-2021 03:36,Delhi,162,HOMICIDE,42,F,Knife,Other Crime,19,No,
11362,18-04-2021 17:00,04-18-2021 09:00,19-04-2021 05:47,Delhi,212,IDENTITY THEFT,79,F,None,Violent Crime,10,No,
11364,21-04-2021 01:00,04-18-2021 11:00,18-04-2021 16:30,Delhi,333,VANDALISM,18,M,Explosives,Other Crime,8,Yes,22-05-2021 01:00
11365,20-04-2021 21:00,04-18-2021 12:00,19-04-2021 05:36,Chennai,364,TRAFFIC VIOLATION,51,F,Knife,Traffic Fatality,15,Yes,17-05-2021 21:00
11369,19-04-2021 06:00,04-18-2021 16:00,19-04-2021 13:08,Delhi,592,DOMESTIC VIOLENCE,28,F,Other,Violent Crime,10,Yes,17-06-2021 06:00
11376,19-04-2021 12:00,04-18-2021 23:00,19-04-2021 04:54,Chennai,305,SHOPLIFTING,63,F,Explosives,Other Crime,15,No,
11378,20-04-2021 22:00,04-19-2021 01:00,19-04-2021 09:39,Delhi,311,BURGLARY,20,F,Explosives,Other Crime,2,Yes,06-09-2021 22:00
11388,20-04-2021 12:00,04-19-2021 11:00,20-04-2021 01:33,Mumbai,155,TRAFFIC VIOLATION,28,F,Knife,Traffic Fatality,3,Yes,12-05-2021 12:00
11392,22-04-2021 13:00,04-19-2021 15:00,20-04-2021 11:20,Mumbai,539,KIDNAPPING,13,F,Firearm,Other Crime,5,Yes,03-05-2021 13:00
11396,21-04-2021 13:00,04-19-2021 19:00,20-04-2021 06:37,Delhi,294,HOMICIDE,52,M,Other,Other Crime,3,Yes,23-10-2021 13:00
11399,21-04-2021 18:00,04-19-2021 22:00,20-04-2021 01:53,Chennai,561,VANDALISM,17,F,Poison,Other Crime,6,No,
11400,20-04-2021 16:00,04-19-2021 23:00,20-04-2021 13:57,Chennai,135,VEHICLE - STOLEN,11,F,Other,Violent Crime,7,No,
11401,20-04-2021 19:00,04-20-2021 00:00,20-04-2021 09:37,Delhi,327,ASSAULT,17,F,None,Violent Crime,13,No,
11402,21-04-2021 04:00,04-20-2021 01:00,20-04-2021 10:33,Delhi,308,FRAUD,49,M,None,Other Crime,19,No,
11405,21-04-2021 12:00,04-20-2021 04:00,20-04-2021 11:33,Mumbai,162,IDENTITY THEFT,53,F,Firearm,Violent Crime,3,Yes,06-05-2021 12:00
11408,21-04-2021 07:00,04-20-2021 07:00,21-04-2021 02:54,Delhi,175,FRAUD,10,F,Knife,Other Crime,11,Yes,15-07-2021 07:00
11409,22-04-2021 10:00,04-20-2021 08:00,21-04-2021 04:19,Mumbai,284,FIREARM OFFENSE,61,F,Knife,Fire Accident,5,No,
11411,22-04-2021 21:00,04-20-2021 10:00,20-04-2021 22:02,Delhi,477,ARSON,67,F,Poison,Fire Accident,1,No,
11415,21-04-2021 07:00,04-20-2021 14:00,21-04-2021 03:31,Mumbai,503,PUBLIC INTOXICATION,64,M,Poison,Other Crime,9,No,
11416,23-04-2021 00:00,04-20-2021 15:00,21-04-2021 11:52,Delhi,519,SHOPLIFTING,72,F,Explosives,Other Crime,13,Yes,15-07-2021 00:00
11419,22-04-2021 04:00,04-20-2021 18:00,21-04-2021 06:07,Delhi,399,FIREARM OFFENSE,24,M,Poison,Fire Accident,19,Yes,21-06-2021 04:00
11420,22-04-2021 22:00,04-20-2021 19:00,21-04-2021 14:18,Mumbai,256,ARSON,41,F,Firearm,Fire Accident,2,No,
11422,21-04-2021 16:00,04-20-2021 21:00,21-04-2021 09:32,Delhi,296,CYBERCRIME,67,F,Poison,Other Crime,16,Yes,07-06-2021 16:00
11425,21-04-2021 15:00,04-21-2021 00:00,21-04-2021 04:31,Mumbai,195,SEXUAL ASSAULT,13,M,Firearm,Violent Crime,4,No,
11426,22-04-2021 00:00,04-21-2021 01:00,21-04-2021 12:45,Mumbai,246,ILLEGAL POSSESSION,41,F,Firearm,Other Crime,5,Yes,27-05-2021 00:00
11428,23-04-2021 10:00,04-21-2021 03:00,21-04-2021 20:59,Mumbai,108,ROBBERY,30,F,Explosives,Violent Crime,16,No,
11433,21-04-2021 17:00,04-21-2021 08:00,21-04-2021 09:18,Mumbai,321,ILLEGAL POSSESSION,67,M,Other,Other Crime,3,No,
11440,24-04-2021 14:00,04-21-2021 15:00,21-04-2021 22:03,Delhi,158,DOMESTIC VIOLENCE,76,M,Knife,Violent Crime,11,No,
11441,24-04-2021 02:00,04-21-2021 16:00,22-04-2021 05:18,Delhi,571,SHOPLIFTING,15,M,Knife,Other Crime,9,No,
11443,22-04-2021 09:00,04-21-2021 18:00,22-04-2021 06:11,Chennai,389,SEXUAL ASSAULT,76,F,Poison,Violent Crime,4,Yes,24-10-2022 09:00
11445,22-04-2021 12:00,04-21-2021 20:00,22-04-2021 06:48,Delhi,390,TRAFFIC VIOLATION,48,F,Explosives,Traffic Fatality,7,No,
11446,23-04-2021 11:00,04-21-2021 21:00,22-04-2021 18:35,Chennai,546,SEXUAL ASSAULT,69,F,Poison,Violent Crime,15,No,
11447,22-04-2021 08:00,04-21-2021 22:00,22-04-2021 20:40,Mumbai,328,ILLEGAL POSSESSION,74,M,None,Other Crime,2,Yes,03-07-2021 08:00
11448,24-04-2021 21:00,04-21-2021 23:00,22-04-2021 18:01,Mumbai,544,VANDALISM,17,M,Knife,Other Crime,5,No,
11450,23-04-2021 09:00,04-22-2021 01:00,22-04-2021 18:03,Delhi,346,CYBERCRIME,63,F,Knife,Other Crime,1,Yes,12-06-2021 09:00
11454,24-04-2021 18:00,04-22-2021 05:00,22-04-2021 21:54,Chennai,412,COUNTERFEITING,50,M,Other,Other Crime,5,Yes,03-06-2021 18:00
11456,25-04-2021 04:00,04-22-2021 07:00,22-04-2021 09:54,Mumbai,378,DRUG OFFENSE,17,F,None,Other Crime,7,Yes,18-05-2021 04:00
11461,23-04-2021 13:00,04-22-2021 12:00,22-04-2021 13:04,Delhi,419,EXTORTION,14,M,Firearm,Other Crime,13,No,
11465,25-04-2021 10:00,04-22-2021 16:00,22-04-2021 19:45,Mumbai,249,DOMESTIC VIOLENCE,16,F,Poison,Violent Crime,13,Yes,26-05-2021 10:00
11467,24-04-2021 18:00,04-22-2021 18:00,23-04-2021 03:40,Delhi,577,VANDALISM,24,F,Firearm,Other Crime,1,Yes,30-05-2021 18:00
11470,25-04-2021 13:00,04-22-2021 21:00,23-04-2021 19:28,Chennai,544,HOMICIDE,61,F,Knife,Other Crime,8,No,
11471,24-04-2021 16:00,04-22-2021 22:00,23-04-2021 05:54,Delhi,373,CYBERCRIME,32,M,Poison,Other Crime,5,No,
11473,24-04-2021 14:00,04-23-2021 00:00,23-04-2021 02:12,Delhi,116,PUBLIC INTOXICATION,20,F,Knife,Other Crime,15,Yes,10-05-2021 14:00
11475,26-04-2021 00:00,04-23-2021 02:00,23-04-2021 21:14,Mumbai,356,SEXUAL ASSAULT,59,M,Other,Violent Crime,19,No,
11476,25-04-2021 12:00,04-23-2021 03:00,23-04-2021 19:45,Chennai,470,VEHICLE - STOLEN,59,M,None,Violent Crime,14,Yes,10-07-2021 12:00
11477,24-04-2021 23:00,04-23-2021 04:00,23-04-2021 04:40,Delhi,518,DRUG OFFENSE,58,F,Other,Other Crime,6,Yes,08-05-2021 23:00
11478,26-04-2021 01:00,04-23-2021 05:00,23-04-2021 08:15,Mumbai,420,EXTORTION,27,M,Explosives,Other Crime,19,No,
11479,25-04-2021 15:00,04-23-2021 06:00,23-04-2021 06:50,Delhi,224,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,3,Yes,05-08-2022 15:00
11480,25-04-2021 18:00,04-23-2021 07:00,23-04-2021 20:41,Delhi,216,SEXUAL ASSAULT,33,F,None,Violent Crime,4,Yes,07-11-2022 18:00
11483,25-04-2021 02:00,04-23-2021 10:00,23-04-2021 23:33,Delhi,133,PUBLIC INTOXICATION,72,F,None,Other Crime,19,No,
11484,24-04-2021 18:00,04-23-2021 11:00,23-04-2021 11:31,Chennai,563,KIDNAPPING,26,F,Explosives,Other Crime,18,No,
11487,23-04-2021 20:00,04-23-2021 14:00,23-04-2021 18:29,Delhi,373,HOMICIDE,65,F,Blunt Object,Other Crime,13,No,
11491,25-04-2021 16:00,04-23-2021 18:00,24-04-2021 14:41,Mumbai,463,IDENTITY THEFT,68,F,Explosives,Violent Crime,6,No,
11494,23-04-2021 23:00,04-23-2021 21:00,23-04-2021 23:08,Mumbai,248,ARSON,56,F,Firearm,Fire Accident,1,No,
11496,24-04-2021 03:00,04-23-2021 23:00,24-04-2021 02:24,Delhi,189,PUBLIC INTOXICATION,20,M,Other,Other Crime,15,No,
11498,26-04-2021 22:00,04-24-2021 01:00,24-04-2021 12:40,Delhi,164,PUBLIC INTOXICATION,36,F,Other,Other Crime,17,Yes,22-05-2021 22:00
11508,26-04-2021 19:00,04-24-2021 11:00,25-04-2021 00:18,Delhi,268,DRUG OFFENSE,20,M,Blunt Object,Other Crime,16,No,
11510,27-04-2021 03:00,04-24-2021 13:00,24-04-2021 13:07,Delhi,369,ASSAULT,21,M,None,Violent Crime,14,Yes,17-06-2021 03:00
11511,26-04-2021 05:00,04-24-2021 14:00,25-04-2021 11:12,Delhi,318,EXTORTION,30,F,Knife,Other Crime,12,No,
11514,26-04-2021 11:00,04-24-2021 17:00,24-04-2021 20:44,Mumbai,413,BURGLARY,36,F,Other,Other Crime,17,No,
11515,25-04-2021 07:00,04-24-2021 18:00,25-04-2021 00:47,Mumbai,254,DOMESTIC VIOLENCE,34,F,None,Violent Crime,17,No,
11519,25-04-2021 23:00,04-24-2021 22:00,25-04-2021 08:33,Delhi,569,ROBBERY,50,M,Poison,Violent Crime,5,No,
11524,27-04-2021 13:00,04-25-2021 03:00,25-04-2021 20:29,Delhi,316,SHOPLIFTING,35,F,None,Other Crime,5,No,
11528,26-04-2021 05:00,04-25-2021 07:00,26-04-2021 01:38,Delhi,427,ILLEGAL POSSESSION,27,F,Explosives,Other Crime,3,No,
11529,27-04-2021 00:00,04-25-2021 08:00,25-04-2021 13:05,Delhi,458,DRUG OFFENSE,78,F,Poison,Other Crime,4,No,
11534,27-04-2021 04:00,04-25-2021 13:00,26-04-2021 01:50,Delhi,235,VEHICLE - STOLEN,17,M,Knife,Violent Crime,1,Yes,23-07-2021 04:00
11538,26-04-2021 03:00,04-25-2021 17:00,26-04-2021 07:36,Mumbai,240,ILLEGAL POSSESSION,13,F,Explosives,Other Crime,17,No,
11539,28-04-2021 03:00,04-25-2021 18:00,26-04-2021 07:20,Delhi,149,IDENTITY THEFT,12,M,Explosives,Violent Crime,3,Yes,21-06-2021 03:00
11542,26-04-2021 09:00,04-25-2021 21:00,26-04-2021 08:46,Mumbai,253,PUBLIC INTOXICATION,11,M,Blunt Object,Other Crime,5,No,
11543,28-04-2021 16:00,04-25-2021 22:00,26-04-2021 07:39,Chennai,456,HOMICIDE,51,F,Firearm,Other Crime,15,No,
11545,28-04-2021 19:00,04-26-2021 00:00,26-04-2021 19:05,Mumbai,474,CYBERCRIME,69,M,Knife,Other Crime,18,No,
11547,28-04-2021 18:00,04-26-2021 02:00,26-04-2021 16:05,Delhi,194,DRUG OFFENSE,52,M,Knife,Other Crime,18,Yes,21-07-2021 18:00
11554,28-04-2021 06:00,04-26-2021 09:00,26-04-2021 21:19,Chennai,508,CYBERCRIME,19,F,None,Other Crime,11,No,
